문제,선택지,답안
"19세기 초 미국에서 도로, 운하, 증기선 등을 포함한 교통망의 건설이 남북전쟁 이전 몇 년 동안 다음 중 어떤 영향을 미쳤습니까?","['이민 노동의 필요성을 줄였다.', '시장 혁명의 발전을 촉진했다.', '남부 주의 플랜테이션 시스템을 약화시켰다.', '미국을 국제 군사 강국으로 변모시켰다.']",1
"B2B 맥락에서, 큰 조직 내에서 다양한 회사 부서 간에 상당한 내부 거래가 발생할 때, 종종 국가 경계를 넘어 발생하는 ___________가 발생합니다.","['가격 착취.', '이전 가격 책정.', '원하는 가격 지불.', 'EVC 가격 책정.']",1
"최근 여론 조사에 따르면, 미국인의 43%가 대통령의 직무 수행을 지지하며, 95% 신뢰 수준에서 ±3.2%의 표본 오차가 있습니다. 다음 중 이 표본 오차를 올바르게 해석한 것은 무엇입니까?","['대통령의 직무 수행을 지지하는 미국인의 비율이 43%가 아닐 가능성이 3.2%입니다.', '대통령의 직무 수행을 지지하는 미국인의 비율이 43%일 가능성이 95%입니다.', '이와 같은 방식으로 실시된 여론 조사의 약 95%는 조사 대상자의 39.8%에서 46.2%가 대통령의 직무 수행을 지지한다는 결과를 찾을 것입니다.', '이와 같은 방식으로 실시된 여론 조사의 약 95%는 대통령의 직무 수행을 지지하는 미국인의 실제 비율에서 3.2% 포인트 이내의 표본 비율을 제공할 것입니다.']",3
"29세 히스패닉 여성, 3회 임신, 3회 출산, 지난 1년 동안 반복되는 허리 통증으로 내원했습니다. 휴식과 진통제로 보통 2주 이내에 통증이 사라지지만, 통증이 2~3개월마다 다시 나타납니다. 과거 병력으로는 임신 중에 임신성 당뇨병이 있었습니다. 경구 피임약 외에는 다른 약물을 복용하지 않습니다. 그녀는 운동을 위해 매일 3마일을 걷고 컴퓨터 소프트웨어 회사의 영업 대표로 일합니다. 키는 165 cm(5피트 5인치)이고 몸무게는 100 kg(220파운드)이며, BMI는 37 kg/m2입니다. 생명 징후는 정상이며 신체 검사에서는 이상이 발견되지 않았습니다. 다음 중 가장 적절한 다음 단계는 무엇입니까?","['메틸프레드니솔론을 경막외 주사', '요추부 MRI 주문', '요추부 X-ray 주문', '체중 감량 프로그램 시작 권장']",3
주어진 정부 지출 수준에서 연방 정부는 보통 경제 ______ 동안 예산 ______을 경험하고 경제 ______ 동안 예산 ______을 경험합니다.,"['적자 불황 흑자 확장', '흑자 불황 적자 확장', '적자 확장 흑자 불황', '흑자 불황 흑자 확장']",0
"미국 헌법 제3조 제1항에 따르면, 판사들은 ""품행이 단정한 동안 그들의 직위를 유지한다..."" 이 조항의 결과는 다음과 같습니다:","['의회는 연방 판사들을 면직시킬 수 없다', '연방 판사들은 그들의 임무를 수행하기 위해 정치적 독립성을 가진다', '대통령은 대법원의 구성에 영향을 미치지 않는다', '연방 판사들은 승진이나 승격의 기회를 갖지 못한다']",1
"스페인 식민지 건축, 불균형한 경제 발전, 농촌에서 도시로의 이주 흐름은 다음 중 어디에서 가장 흔히 발견됩니까?","['동남아시아', '사하라 이남 아프리카', '북아메리카', '라틴 아메리카']",3
준실험 설계는 _______ 여부에 따라 진실험 설계와 구별됩니다.,"['인구에서 참가자를 무작위로 선택하는 것', '통제 그룹 또는 비교 그룹의 사용', '참가자를 그룹에 무작위로 배정하는 것', '결과의 유효하고 신뢰할 수 있는 측정 방법의 사용']",2
"다음 정보를 참고하여 질문에 답하십시오.
""로마 가톨릭 신자들은 매우 교묘하게 세 개의 벽을 자신들 주위에 세웠습니다. 이 벽으로 인해 지금까지 그 누구도 그들을 개혁할 수 없었고, 그 결과 모든 기독교가 심각하게 타락했습니다.
첫째, 세속 권력에 의해 압박을 받으면, 그들은 세속 권력이 자신들에 대한 관할권이 없다고 주장해왔고, 반대로 영적 권력이 세속 권력 위에 있다고 주장해왔습니다.
둘째, 성경으로 그들을 훈계하려고 하면, 그들은 교황 외에는 누구도 성경을 해석할 수 없다고 반대했습니다.
셋째, 공의회로 위협을 받으면, 그들은 교황 외에는 누구도 공의회를 소집할 수 없다고 가장합니다…
…두 번째 벽은 더욱 흔들리고 약합니다: 그들이 성경의 주인이라고 가장하지만, 평생 동안 아무것도 배우지 않습니다. 그들은 권위를 주장하고, 뻔뻔한 말로 우리 앞에서 속임수를 씁니다. 교황이 선하거나 악하든 신앙 문제에서 오류를 범할 수 없다고 주장하지만, 한 글자도 증명할 수 없습니다. 그래서 교회법에는 이단적이고 비기독교적이며, 심지어 비자연적인 법들이 많이 포함되어 있습니다. 그러나 지금은 이들에 대해 말할 필요가 없습니다. 그들이 얼마나 무식하고 사악하든 간에, 성령이 그들을 떠나지 않는다고 상상하기 때문에, 그들은 자신들이 원하는 대로 법령을 제정할 만큼 대담해집니다. 하지만 이것이 사실이라면, 성경이 필요하고 유용한 이유가 어디 있겠습니까? 성경을 불태우고, 로마의 무식한 신사들로 만족합시다. 성령은 경건한 영혼에만 거할 수 있기 때문입니다. 내가 읽지 않았다면, 로마에서 이런 어리석음이 나와서 추종자를 얻을 수 있다는 것을 결코 믿지 못했을 것입니다.""
마틴 루터, 독일 민족의 귀족에게 보내는 호소, 1520
위 인용문에서 저자가 ""두 번째 벽""을 언급할 때 무엇을 의미합니까?","['가톨릭과 개혁가들이 ""성령""의 적절한 정의에 대해 갖고 있는 다른 견해', '가톨릭과 개혁가들이 성경 텍스트의 적절한 사용 및 해석에 대해 갖고 있는 다른 견해', '가톨릭과 개혁가들이 예수의 신성에 대한 적절한 신학적 믿음에 대해 갖고 있는 다른 견해', '가톨릭과 개혁가들이 적절한 세례 방법에 대해 갖고 있는 다른 견해']",1
다음 중 세계화의 특징이 아닌 것은 무엇입니까?,"['세계 전체에 대한 인식 증가', '국가의 권력 확장', '통신 기술을 통한 거리의 파괴', '국경을 넘어선 사회적 관계의 확장']",1
다음 상황 중 피고인에게 형사 책임이 가장 적게 부과될 가능성이 있는 경우는 무엇입니까?,"['피고인이 전화 응답 서비스 운영자로서 그의 고객 중 한 명이 그의 서비스를 사용하여 코카인의 불법 유통을 촉진하고 있다는 긍정적인 지식을 가지고 있는 경우.', '피고인이 주유소 직원으로서 휘발유 구매자가 그의 제품을 불법적으로 사용하기 위해 폭발물을 만드는 데 사용하고 있다는 사실을 알고 있는 경우.', '피고인이 호텔 접수 직원으로서 그의 단골 손님 중 한 명이 그녀의 방을 매춘 목적으로 사용하고 있다는 사실을 알고 있는 경우.', '피고인이 그날 밤 술을 마신 친구가 운전하도록 허락한 자동차 소유자인 경우. 그 결과, 그 친구가 사고를 일으켜 피해자가 사망한 경우.']",3
"다음 정보와 관련된 질문입니다.
사실, 캔포어 학살의 독특한 악화는 이것이었습니다. 즉, 이 행위는 피지배 인종에 의해 — 주인들의 피와 불쌍한 무력한 여성들과 아이들의 피를 흘릴 용기를 낸 흑인들에 의해 행해졌다는 것입니다. 여기서 우리는 단지 노예 전쟁뿐만 아니라, 종교 전쟁, 인종 전쟁, 복수의 전쟁, 희망의 전쟁, 외국의 멍에를 벗어던지고 토착 지배자들의 완전한 권력과 토착 종교들의 완전한 지배를 재확립하려는 민족적 충동의 전쟁을 겪었습니다. 반란과 봉기의 원인이 무엇이든 간에, 지도자들이 마치 본능적으로 그들의 목표를 달성하기 위해 결정한 방법 중 하나는 그들의 손에 떨어진 모든 백인 남자, 여자 또는 아이를 파괴하는 것이었다는 것은 분명합니다.
영국 기자 윌리엄 하워드 러셀, '나의 인도 반란 일기', 1860
폭력은 인도에서의 영국 존재의 필수적인 요소였음을 강조해야 합니다. 지배적인 권력은 항상 자신에게 향한 폭력에 불안해합니다. 따라서 폭력에 대한 권리는 어디서나 권위가 즐기고 피지배자들과 공유하기를 거부하는 특권입니다: 권력은 항상 폭력을 독점적으로 주장합니다. 인도에서의 영국 통치는 자치제도로서 폭력의 독점을 꼼꼼히 구축했습니다. 1857년의 반란은 공식적이고 외래적인 폭력을 피지배자의 토착 폭력으로 맞서 그 독점을 깨뜨렸습니다. 영국인의 몸은 출생과 피부색에 의해 예정된 특정한 존엄성을 인도에서 획득했습니다. 이것이 그들의 지배, 그들의 우월성의 조건이었습니다: 지배자와 피지배자는 우월한 인종과 열등한 인종, 문명화된 인종과 미개한 인종으로 계층적으로 배열되었습니다. 그리고 이 우월성은 인도인들에게 '인간성'을 부정함으로써 나타났습니다; 그들을 동물로 취급하고 생각함으로써 말입니다.
루드랑슈 무케르지, '1857년 반란에서의 캔포어 학살', 1990
첫 번째 글의 관점에서 볼 때, 캔포어에서의 영국 시민들의 죽음은","['""상위"" 인종에 대한 ""하위"" 인종의 배신을 나타내는 것처럼 보인다.', '유감스럽지만 피할 수 있었던 실수로 보아야 한다.', '영국인들 자신에 의해 초래된 것이라고 할 수 있다.', '그들을 죽인 사람들에게 종교적 의무로 여겨졌다.']",0
식 2(3(4^2 + 1)) - 2^3의 값은 무엇입니까?,"['156', '110', '94', '48']",2
다음 중 원생생물계에 속하는 생물에 대한 설명으로 옳은 것은 무엇입니까?,"['그들은 진핵생물이다.', '그들은 시아노박테리아를 포함한다.', '그들은 종속 영양 생물이다.', '그들은 펩티도글리칸으로 구성된 세포벽을 가지고 있다.']",0
"합리적이고 위험 회피적인 투자자의 관점에서 다음 (위험, 수익) 쌍을 가장 유리한 것에서 가장 덜 유리한 순서로 배열하십시오: (2,2), (2,3) 및 (4,2). 위험은 표준 편차로 측정되고 수익은 백분율로 측정됩니다. 힌트: 표준 편차를 x축, 수익을 y축으로 하는 산점도를 상상해 보십시오.","['(4,2),(2,2),(2,3)', '(2,2),(2,3),(4,2)', '(2,2),(4,2),(2,3)', '(2,3),(2,2),(4,2)']",0
모든 물체 사이에 인력이 존재한다는 과학 이론을 세웠습니다. 언제 이 이론이 옳다고 증명될까요?,"['처음으로 볼링공을 떨어뜨려서 그것이 땅에 떨어질 때 가설이 증명된다.', '실험을 여러 번 반복한 후.', '이론이 옳다고 증명할 수는 없고, 단지 ""아직 틀리지 않았음""을 증명할 수 있다.', '당신과 많은 사람들이 가설을 테스트했을 때.']",2
타포노미(Taphonomy)는:,"['유사점과 차이점을 기반으로 한 체계적인 분류입니다.', '뼈의 방사성 동위원소 붕괴를 기반으로 한 연대 측정 기법입니다.', '유물, 생태유물, 특징 간의 공간적 관계를 연구하는 것입니다.', '물질이 특정 장소에 어떻게 도착했는지를 연구하는 것입니다.']",3
진핵 세포가 DNA에 많은 정보를 가질 수 있는 여러 이유 중 하나는 발현되지 않을 때 코딩 영역을 응축할 수 있는 능력입니다. DNA에 작용할 때 다음 중 어느 과정이 일반적으로 유전자 발현 감소를 초래합니까?,"['히스톤 아세틸전이효소 활성 증가', '히스톤 탈아세틸화효소 활성 감소', '메틸화 활성 증가', '이질염색질:진정염색질 비율 증가']",2
"다음 두 가지 시나리오 중에서 주인공(나/나를/나의)이 2020년 기준 미국의 일반적인 도덕 기준에 따라 명백히 도덕적으로 잘못된 행동을 하는 경우는? 시나리오 1 | 내가 지나가는 사람에게 미소를 지었다. 시나리오 2 | 나는 옷을 벗고, 샤워하고, 몸을 말리고, 옷을 입고, 문을 나서서 메인 스트리트 한가운데로 걸어갔다.","['잘못, 잘못', '잘못, 잘못 아님', '잘못 아님, 잘못', '잘못 아님, 잘못 아님']",3
아퀴나스의 관점에서 신중함의 행위는 오직 _______에 관한 것입니다.,"['쾌락.', '욕망.', '도덕적 미덕.', '경건함.']",2
다음 중 불안 장애가 아닌 것은 무엇입니까?,"['공황 장애', '건강 염려증', '광장 공포증', '외상 후 스트레스 장애']",1
"더빈 왓슨 통계량이 0에 가까운 값을 가질 경우, 1차 자기상관계수의 값은 무엇입니까?","['0에 가깝다', '1에 가깝다', '-1에 가깝다', '-1 또는 1에 가깝다']",2
다음 중 깊이 N인 완전 K차 트리에서 비말단 노드 수와 전체 노드 수의 비율을 가장 잘 근사하는 것은 무엇입니까?,"['1/K', 'K-1/K', 'log_10 (1/N)', 'N-1/m']",0
